,item,codigo_seg,empresa,ubicacion,equipo,codigo,fecha_inic,fecha_fin,descripcion,mw_indispo,indispo,tipo_mantto,programacion
2002,2003,C135582023053012241651A,CONELSUR LT SAC,MOYOPAMPA - SALAMANCA,L-6060,13558,2024-04-14 08:00:00,2024-04-14 17:00:00,LIMPIEZA INDUSTRIAL DE AISLADORES,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2003,2004,C005772023053012241651A,CONELSUR LT SAC,SANTA ROSA N.,CL-TG7,577,2024-06-02 07:00:00,2024-06-02 17:00:00,LIMPIEZA DE AISLADORES POLIMÉRICOS,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2004,2005,C121962023053012241651A,CONELSUR LT SAC,SANTA ROSA N.,CL-TG8,12196,2024-06-02 07:00:00,2024-06-02 17:00:00,LIMPIEZA DE AISLADORES POLIMÉRICOS,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2005,2006,C018302023053012241651A,CONELSUR LT SAC,TRUJILLO NORTE,CL-2260,1830,2023-09-24 07:00:00,2023-09-24 17:00:00,LIMPIEZA DE AISLAMIENTO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2010,2011,C019572023053012247768A,CONELSUR LT SAC,TRUJILLO NORTE - CAJAMARCA NORTE,L-2260,1957,2024-05-25 07:00:00,2024-05-25 17:00:00,LIMPIEZA INDUSTRIAL DE AISLADORES,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2012,2013,C116472023053012242012A,CONELSUR LT SAC,VENTANILLA,CL-TG3,11647,2024-06-29 07:00:00,2024-06-29 17:00:00,LIMPIEZA DE AISLADORES POLIMÉRICOS,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2014,2015,C116482023053012244759A,CONELSUR LT SAC,VENTANILLA,CL-TG4,11648,2024-06-29 07:00:00,2024-06-29 17:00:00,LIMPIEZA DE AISLADORES POLIMÉRICOS,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2015,2016,C051202022113010041066A,CONELSUR LT SAC,YANANGO,YANA220,5120,2023-09-24 07:00:00,2023-09-24 17:00:00,"BARRA 220KV: LIMPIEZA DE AISLAMIENTO TODAS LAS CELDAS DE 220 KV, SISTEMA DE BARRA Y PRUEBA EN TRANSFORMADOR DE MEDIDA PENDIENTE MODERNIZACIÓN SISTEMA DE CONTROL Y PROTECCIÓN (CAPEX)",0.05,F/S,SI,MANTENIMIENTO PREVENTIVO
2018,2019,C170082023053012244233A,CONELSUR LT SAC,YANANGO,CL220KV-G1,17008,2023-09-22 00:00:00,2023-09-23 00:00:00,PENDIENTE MODERNIZACIÓN SISTEMA DE CONTROL Y PROTECCIÓN (CAPEX),0.0,F/S,NO,OTROS
2022,2023,C019092023053012247768A,CONELSUR LT SAC,YANANGO,CL2256,1909,2023-09-26 07:00:00,2023-09-26 17:00:00,MODERNIZACIÓN SISTEMA DE CONTROL Y PROTECCIÓN (CAPEX),0.05,F/S,SI,OTROS
2024,2025,C019082023053012244233A,CONELSUR LT SAC,YANANGO,CL2257,1908,2023-09-24 07:00:00,2023-09-24 17:00:00,MANTENIMIENTO REDUCIDO SECCIONADORES DE BARRA.,0.05,F/S,SI,MANTENIMIENTO PREVENTIVO
2026,2027,C011582022113010047044A,CONELSUR LT SAC,YANANGO,S.E.,1158,2023-09-24 07:00:00,2023-09-24 17:00:00,PRUEBAS DE VERIFICACION CONJUNTA DE PROTECCION 50BF CON ENEL Y CTM,0.05,F/S,SI,MANTENIMIENTO PREVENTIVO
2028,2029,C036412023053012243908A,EGASA,CHARCANI I,BARRA33KV,3641,2024-06-16 07:00:00,2024-06-16 15:00:00,"SS.EE. Fuera de Servicio Charcani 1,2,3,4",22.29,F/S,NO,MANTENIMIENTO PREVENTIVO
2064,2065,C011952023053012248485A,EGASA,CHARCANI I,CENTRAL,1195,2024-05-16 07:00:00,2024-05-16 17:00:00,Mantenimiento Canales,1.72,F/S,NO,MANTENIMIENTO PREVENTIVO
2071,2072,C001112023053012249395A,EGASA,CHARCANI I,G1,111,2024-05-24 07:00:00,2024-05-24 15:00:00,Mantenimiento electromecánico Plan 1,0.86,F/S,NO,MANTENIMIENTO PREVENTIVO
2108,2109,C001122023053012241180A,EGASA,CHARCANI I,G2,112,2024-05-25 07:00:00,2024-05-25 15:00:00,Mantenimiento electromecánico Plan 1,0.86,F/S,NO,MANTENIMIENTO PREVENTIVO
2144,2145,C011962023053012247819A,EGASA,CHARCANI II,CENTRAL,1196,2024-06-27 07:00:00,2024-06-27 15:00:00,Mantenimiento Preventivo Eléctrico LLTT,0.58,F/S,NO,MANTENIMIENTO PREVENTIVO
2150,2151,C001132023053012248890A,EGASA,CHARCANI II,G1,113,2024-06-14 07:00:00,2024-06-14 15:00:00,Mantenimiento electromecánico Plan 1,0.19,F/S,NO,MANTENIMIENTO PREVENTIVO
2156,2157,C001142023053012241681A,EGASA,CHARCANI II,G2,114,2024-06-13 07:00:00,2024-06-13 15:00:00,Mantenimiento electromecánico Plan 1,0.19,F/S,NO,MANTENIMIENTO PREVENTIVO
2162,2163,C001152023053012243451A,EGASA,CHARCANI II,G3,115,2024-06-13 07:00:00,2024-06-13 15:00:00,Mantenimiento electromecánico Plan 1,0.2,F/S,NO,MANTENIMIENTO PREVENTIVO
2223,2224,C011972023053012249859A,EGASA,CHARCANI III,CENTRAL,1197,2024-06-27 07:00:00,2024-06-27 15:00:00,Mantenimiento Preventivo Eléctrico LLTT,4.69,F/S,NO,MANTENIMIENTO PREVENTIVO
2238,2239,C001162023053012247768A,EGASA,CHARCANI III,G1,116,2024-06-08 07:00:00,2024-06-08 15:00:00,Mantenimiento electromecánico Plan 3,2.34,F/S,NO,MANTENIMIENTO PREVENTIVO
2251,2252,C001172023053012247768A,EGASA,CHARCANI III,G2,117,2024-06-08 07:00:00,2024-06-08 15:00:00,Mantenimiento electromecánico Plan 3,2.35,F/S,NO,MANTENIMIENTO PREVENTIVO
2253,2254,C011982023053012248737A,EGASA,CHARCANI IV,CENTRAL,1198,2024-05-17 07:00:00,2024-05-17 17:00:00,Mantenimiento Canales,15.3,F/S,NO,MANTENIMIENTO PREVENTIVO
2293,2294,C001182023053012245150A,EGASA,CHARCANI IV,G1,118,2024-06-26 07:00:00,2024-06-26 15:00:00,Mantenimiento Electromecánico Plan 1,5.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2303,2304,C001192023053012247768A,EGASA,CHARCANI IV,G2,119,2024-06-12 07:00:00,2024-06-12 15:00:00,Mantenimiento electromecánico Plan 3,5.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2312,2313,C001202023053012249460A,EGASA,CHARCANI IV,G3,120,2024-06-01 07:00:00,2024-06-01 15:00:00,Mantenimiento electromecánico Plan 1,5.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2316,2317,C014382023053012244233A,EGASA,CHARCANI IV - CHILINA,L-3103,1438,2024-06-17 07:00:00,2024-06-17 15:00:00,Mantenimiento Preventivo Eléctrico LLTT,15.3,F/S,NO,MANTENIMIENTO PREVENTIVO
2320,2321,C108252023053012244233A,EGASA,CHARCANI IV - CHILINA,L-3104,10825,2024-06-17 07:00:00,2024-06-17 15:00:00,Mantenimiento Preventivo Eléctrico LLTT,15.3,F/S,NO,MANTENIMIENTO PREVENTIVO
2329,2330,C011992022113010046443A,EGASA,CHARCANI V,CENTRAL,1199,2023-12-17 07:00:00,2023-12-17 15:00:00,Pruebas Sistemas Auxiliares,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2350,2351,C114222023053012244233A,EGASA,CHARCANI V,CAMPANARIO,11422,2024-02-21 00:00:00,2024-02-22 00:00:00,Mantenimiento Semestral,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
2371,2372,C114212023053012244233A,EGASA,CHARCANI V,DIQUE CINCEL,11421,2024-03-21 00:00:00,2024-03-22 00:00:00,Mantenimiento Semestral,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
2383,2384,C001212023053012247768A,EGASA,CHARCANI V,G1,121,2024-05-30 07:00:00,2024-05-30 15:00:00,Mantenimiento electromecánico Plan 2,48.5,F/S,NO,MANTENIMIENTO PREVENTIVO
2398,2399,C001222023053012243320A,EGASA,CHARCANI V,G2,122,2024-05-21 07:00:00,2024-05-21 15:00:00,Mantenimiento electromecánico Plan 1,48.5,F/S,NO,MANTENIMIENTO PREVENTIVO
2410,2411,C001232023053012248485A,EGASA,CHARCANI V,G3,123,2024-05-04 07:00:00,2024-05-04 15:00:00,Mantenimiento Electromecánico Plan 3,48.5,F/S,NO,MANTENIMIENTO PREVENTIVO
2411,2412,C012002023053012247010A,EGASA,CHARCANI VI,CENTRAL,1200,2024-06-18 07:00:00,2024-06-18 15:00:00,INDISPONIBLE POR MANTENIMIENTO EN LA LINEA.,0.0,F/S,NO,OTROS
2502,2503,C001882023053012246721A,EGASA,CHARCANI VI,G1,188,2024-05-28 07:00:00,2024-05-28 15:00:00,Mantenimiento electromecánico Plan 1,8.9,F/S,NO,MANTENIMIENTO PREVENTIVO
2504,2505,C108242023053012246539A,EGASA,CHARCANI VI - CONVERTIDOR,L-3000,10824,2024-06-18 07:00:00,2024-06-18 15:00:00,Mantenimiento Preventivo Eléctrico LLTT,8.9,F/S,NO,MANTENIMIENTO PREVENTIVO
2506,2507,C012892023053012246539A,EGASA,CHARCANI VI - CONVERTIDOR,L-3001,1289,2024-06-18 07:00:00,2024-06-18 15:00:00,Mantenimiento Preventivo Eléctrico LLTT,8.9,F/S,NO,MANTENIMIENTO PREVENTIVO
2508,2509,C108262023053012243310A,EGASA,CHILINA - CONVERTIDOR,L-3002,10826,2024-06-21 07:00:00,2024-06-21 11:00:00,Mantenimiento Preventivo Electrico LLTT,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2510,2511,C108272023053012249127A,EGASA,CHILINA - CONVERTIDOR,L-3003,10827,2024-06-21 11:00:00,2024-06-21 15:00:00,Mantenimiento Preventivo Electrico LLTT,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2512,2513,C012052023053012249080A,EGASA,CHILINA D,CENTRAL,1205,2024-06-22 07:00:00,2024-06-22 16:00:00,Mantenimiento Preventivo Electrico SE y Patio de Llaves,21.7,F/S,NO,MANTENIMIENTO PREVENTIVO
2611,2612,C001362023053012242790A,EGASA,CHILINA D,SLZ1,136,2024-06-06 00:00:00,2024-06-07 00:00:00,Mantenimiento Semestral,5.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2635,2636,C001372023053012248485A,EGASA,CHILINA D,SLZ2,137,2024-06-14 00:00:00,2024-06-15 00:00:00,Mantenimiento Semestral,5.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2776,2777,C151102023053012244840A,EGASA,CHILINA D,TG,15110,2024-06-25 00:00:00,2024-06-26 00:00:00,Mantenimiento Semestral,11.5,F/S,NO,MANTENIMIENTO PREVENTIVO
2809,2810,C012142023053012241396A,EGASA,MOLLENDO D,CENTRAL,1214,2024-06-26 07:00:00,2024-06-26 16:00:00,Mantenimiento Preventivo Electrico SE y Patio de Llaves,24.3,F/S,NO,MANTENIMIENTO PREVENTIVO
2820,2821,C001772023053012248639A,EGASA,MOLLENDO D,GD1,177,2024-05-15 07:00:00,2024-05-15 16:00:00,Mantenimiento Bimensual,8.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2832,2833,C001782023053012242181A,EGASA,MOLLENDO D,GD2,178,2024-05-16 07:00:00,2024-05-16 16:00:00,Mantenimiento Bimensual,8.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2844,2845,C001792023053012243764A,EGASA,MOLLENDO D,GD3,179,2024-05-17 07:00:00,2024-05-17 16:00:00,Mantenimiento Bimensual,8.1,F/S,NO,MANTENIMIENTO PREVENTIVO
2846,2847,C102842023053012249424A,EGASA,SANTUARIO - CONVERTIDOR,L-1126,10284,2024-06-15 07:00:00,2024-06-15 15:00:00,Mantenimiento Preventivo Eléctrico LLTT,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2847,2848,C133022023053012249424A,EGEJUNIN,HUASAHUASI I,CENTRAL,13302,2023-10-08 06:00:00,2023-10-08 16:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS ENL-1706 A SOLICITUD DE UNACEM.,0.0,F/S,NO,OTROS
2848,2849,C133032023053012241897A,EGEJUNIN,HUASAHUASI II,CENTRAL,13303,2023-10-08 06:00:00,2023-10-08 16:00:00,CENTRAL FUERA DE SERVICIO POR TRABAJOS EN L-1706 A SOLICITUD DE UNACEM,0.0,F/S,NO,OTROS
2849,2850,C147772023053012241897A,EGEJUNIN,RUNATULLO II,CENTRAL,14777,2023-07-16 08:00:00,2023-07-16 19:00:00,"Parada de central: Insp. de túnel , canales , camara de carga, subestación con parada de planta de CH RU2.",10.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2851,2852,C147882023053012245705A,EGEJUNIN,RUNATULLO II,G1,14788,2023-08-11 00:00:00,2023-08-11 20:00:00,Inspección de Generador G1.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2853,2854,C147892023053012245705A,EGEJUNIN,RUNATULLO II,G2,14789,2023-07-21 00:00:00,2023-07-21 20:00:00,Inspección de Generador G2.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2854,2855,C148212023053012247667A,EGEJUNIN,RUNATULLO II,S.E.,14821,2023-07-16 08:00:00,2023-07-16 19:00:00,Mantenimiento preventivo de subestacion Runtatullo 2.,10.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2856,2857,C147762023053012245648A,EGEJUNIN,RUNATULLO III,CENTRAL,14776,2023-07-24 02:00:00,2023-07-24 23:00:00,Parada de central: Retiro de brida e instalacion de válvula principal Grupo 1.,10.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2858,2859,C147902023053012245705A,EGEJUNIN,RUNATULLO III,G1,14790,2023-07-05 00:00:00,2023-07-05 20:00:00,Inspección de Generador G1.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2860,2861,C147912023053012245705A,EGEJUNIN,RUNATULLO III,G2,14791,2023-08-13 00:00:00,2023-08-13 20:00:00,Inspección de Generador G2.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2861,2862,C148222023053012244438A,EGEJUNIN,RUNATULLO III,S.E.,14822,2023-07-16 08:00:00,2023-07-16 19:00:00,Mantenimiento preventivo de subestacion Runtatullo 3,10.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2862,2863,C119012023053012244438A,EGEJUNIN,SANTA CRUZ I,BARRA 66kV,11901,2023-09-24 03:00:00,2023-09-24 23:00:00,Mantenimiento Preventivo de la Subestación Santa Cruz 1,5.4,F/S,NO,MANTENIMIENTO PREVENTIVO
2865,2866,C118772023053012244784A,EGEJUNIN,SANTA CRUZ I,CENTRAL,11877,2023-09-24 03:00:00,2023-09-24 20:00:00,"Inspección de túnel , canales , camara de carga, subestaciones con parada de planta de CH SC1.",2.7,F/S,NO,MANTENIMIENTO PREVENTIVO
2887,2888,C118782023053012245705A,EGEJUNIN,SANTA CRUZ I,G1,11878,2023-09-21 00:00:00,2023-09-22 00:00:00,Mantenimiento mayor G1.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2889,2890,C118792023053012245705A,EGEJUNIN,SANTA CRUZ I,G2,11879,2023-08-30 00:00:00,2023-08-30 20:00:00,Inspección de Generador G2.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2890,2891,C126522023053012248452A,EGEJUNIN,SANTA CRUZ II,CENTRAL,12652,2023-09-24 03:00:00,2023-09-24 20:00:00,"Inspección de túnel , canales , camara de carga, subestaciones con parada de planta de CH SC2.",2.7,F/S,NO,MANTENIMIENTO PREVENTIVO
2892,2893,C126502023053012245705A,EGEJUNIN,SANTA CRUZ II,G1,12650,2023-10-09 00:00:00,2023-10-09 20:00:00,Inspección de Generador G1.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2894,2895,C126512023053012245705A,EGEJUNIN,SANTA CRUZ II,G2,12651,2023-09-26 00:00:00,2023-09-26 20:00:00,Inspección de Generador G2.,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2895,2896,C110082022113010043422A,EGEMSA,CACHIMAYO,CL1001,11008,2023-08-20 10:00:00,2023-08-20 14:00:00,A SOLICITUD DE EGEMSA. MANTENIMIENTO PREVENTIVO EQUIPOS CELDA LINEA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2896,2897,C110072023053012246695A,EGEMSA,CACHIMAYO,CL1003,11007,2024-06-09 07:00:00,2024-06-09 11:00:00,MANTENIMIENTO PREVENTIVO EQUIPOS CELDA LINEA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2897,2898,C065832022113010041949A,EGEMSA,CACHIMAYO,T-138/34.5/10.5,6583,2023-09-13 08:00:00,2023-09-13 15:00:00,MANTENIMIENTO EQUIPOS CELDA TRANSFORMADOR,3.0,F/S,SI,MANTENIMIENTO PREVENTIVO
2904,2905,C102042022113010042213A,EGEMSA,CACHIMAYO,TR-138/60/22.9,10204,2023-10-04 00:00:00,2023-10-04 13:00:00,MANTENIMIENTO EQUIPOS DE CELDA TRANSFORMADOR,9.0,F/S,SI,MANTENIMIENTO PREVENTIVO
2906,2907,C081932023053012244939A,EGEMSA,CACHIMAYO - DOLORESPATA,L-1003,8193,2024-06-09 07:00:00,2024-06-09 17:00:00,MANTENIMIENTO PREVENTIVO DE LINEA DE TRANSMISION,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2907,2908,C118112023053012244939A,EGEMSA,DOLORESPATA,BC-01,11811,2024-02-20 08:00:00,2024-02-20 09:30:00,MANTENIMIENTO CELDA BANCO CAPACITORES 2.5 MVAR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2908,2909,C150852023053012244939A,EGEMSA,DOLORESPATA,BC-02,15085,2024-02-20 09:30:00,2024-02-20 11:00:00,MANTENIMIENTO CELDA BANCO CAPACITORES 2.5 MVAR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2909,2910,C150862023053012241710A,EGEMSA,DOLORESPATA,BC-03,15086,2024-02-20 11:00:00,2024-02-20 12:30:00,MANTENIMIENTO CELDA BANCO CAPACITORES 2.5 MVAR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2910,2911,C150872023053012241710A,EGEMSA,DOLORESPATA,BC-04,15087,2024-02-20 12:30:00,2024-02-20 14:30:00,MANTENIMIENTO CELDA BANCO CAPACITORES 2.5 MVAR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2911,2912,C148662022113010046934A,EGEMSA,DOLORESPATA,BC1.K1,14866,2023-07-26 08:00:00,2023-07-26 09:30:00,MANTENIMIENTO CELDA BANCO CAPACITORES 3.75 MVAR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2912,2913,C148672022113010046934A,EGEMSA,DOLORESPATA,BC2.K2,14867,2023-07-26 09:30:00,2023-07-26 11:00:00,MANTENIMIENTO CELDA BANCO CAPACITORES 3.75 MVAR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2913,2914,C148682022113010046934A,EGEMSA,DOLORESPATA,BC3.K4,14868,2023-07-26 11:00:00,2023-07-26 13:00:00,MANTENIMIENTO CELDA BANCO CAPACITORES 3.75 MVAR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2914,2915,C128572023053012243182A,EGEMSA,DOLORESPATA,CL-1003,12857,2024-06-09 11:00:00,2024-06-09 16:00:00,MANTENIMIENTO PREVENTIVO EQUIPOS CELDA LINEA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2916,2917,C128562023053012243182A,EGEMSA,DOLORESPATA,CL-1004,12856,2024-04-18 08:30:00,2024-04-18 12:00:00,MANTENIMIENTO PREVENTIVO EQUIPOS CELDA LINEA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2925,2926,C094162022113010041499A,EGEMSA,DOLORESPATA,INT-SALIDA1_7,9416,2023-10-20 07:30:00,2023-10-20 09:00:00,"MANTENIMIENTO INTERRUPTOR Y EQUIPOS SALIDA 9-10,5 KV",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2926,2927,C065982023053012245724A,EGEMSA,DOLORESPATA,TR1-138/11.5,6598,2024-05-21 08:00:00,2024-05-21 13:00:00,MANTENIMIENTO EQUIPOS CELDA TRANSFORMADOR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2927,2928,C017192023053012245724A,EGEMSA,DOLORESPATA,TR2-138/11.5,1719,2024-05-22 08:00:00,2024-05-22 13:00:00,MANTENIMIENTO EQUIPOS CELDA TRANSFORMADOR,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2928,2929,C164812023053012247196A,EGEMSA,DOLORESPATA,TR-3 -30MVA,16481,2024-05-23 08:00:00,2024-05-23 13:00:00,MANTENIMIENTO EQUIPOS CELDA TRANSFORMADOR,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
2949,2950,C001262023053012246224A,EGEMSA,MACHUPICCHU,G1,126,2024-06-09 05:00:00,2024-06-09 09:00:00,INSPECCION DE RODETE PELTON,29.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2970,2971,C001272023053012245360A,EGEMSA,MACHUPICCHU,G2,127,2024-06-09 09:00:00,2024-06-09 13:00:00,INSPECCION DE RODETE PELTON,29.0,F/S,NO,MANTENIMIENTO PREVENTIVO
2991,2992,C001282023053012249991A,EGEMSA,MACHUPICCHU,G3,128,2024-06-09 13:00:00,2024-06-09 17:00:00,INSPECCION DE RODETE PELTON,29.0,F/S,NO,MANTENIMIENTO PREVENTIVO
3013,3014,C148072023053012245753A,EGEMSA,MACHUPICCHU,G4,14807,2024-06-16 07:00:00,2024-06-16 17:00:00,INSPECCION UNIDAD FRANCIS,100.0,F/S,NO,MANTENIMIENTO PREVENTIVO
3018,3019,C012242023053012242012A,EGEMSA,MACHUPICCHU - CACHIMAYO,L-1001,1224,2024-04-13 07:00:00,2024-04-13 17:00:00,MANTENIMIENTO PREVENTIVO DE LÍNEA DE TRANSMISIÓN,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
3023,3024,C012282023053012247400A,EGEMSA,MACHUPICCHU - QUENCORO,L-1002,1228,2024-05-12 07:00:00,2024-05-12 17:00:00,MANTENIMIENTO PREVENTIVO DE LÍNEA DE TRANSMISIÓN,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
3025,3026,C016232023053012249767A,EGESUR,ARICOTA 1,SSEE,1623,2024-06-09 06:30:00,2024-06-09 13:30:00,"MANTENIMIENTO EN FRÍO S.E.ARICOTA I: BAHÍA 10.5 KV, BAHÍAS 66 KV. TOTORALES, PAQUIÑA Y CURIBAYA SE INTERRUMPE DURANTE TODO EL MANTENIMIENTO",0.8,F/S,SI,MANTENIMIENTO PREVENTIVO
3027,3028,C012762023053012241149A,EGESUR,ARICOTA 1 - ARICOTA 2,L-6617,1276,2024-06-09 06:30:00,2024-06-09 13:30:00,"MANTENIMIENTO EN FRÍOL-6617 S.E. ARICOTA I - S.E. ARICOTA II. INSPECCIÓN EN FRÍO DE ESTADOS DE ACCESORIOS DE TRANSMISIÓN, LIMPIEZA DE SISTEMA DE AISLAMIENTO (TRAMO TOTORALES)",5.0,F/S,SI,MANTENIMIENTO PREVENTIVO
3029,3030,C017082023053012243896A,EGESUR,ARICOTA 2,SS.EE.,1708,2024-05-05 06:30:00,2024-05-05 13:30:00,"MANTENIMIENTO DE EQUIPAMIENTO DE SUB ESTACIÓN ARICOTA II: BAHÍA DE 10.5 KV, BAHÍAS 66 KV, BAHÍA DE 138 KV. CORTE DE SUMINISTRO DE ILABAYA Y ANEXOS (0.1 MW).",0.1,F/S,SI,MANTENIMIENTO PREVENTIVO
3049,3050,C012772023053012244157A,EGESUR,ARICOTA 2 - TOMASIRI,L-6620,1277,2024-03-09 00:00:00,2024-03-09 07:00:00,"MANTENIMIENTO EN FRÍO L-6620 S.E. ARICOTA II - S.E. TOMASIRI:  INSPECCIÓN EN FRÍO DE ESTADOS DE ACCESORIOS DE TRANSMISIÓN, LIMPIEZA DE SISTEMA DE AISLAMIENTO, REEMPLAZO DE FERRETERÍA.",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
3061,3062,C001242023053012244157A,EGESUR,ARICOTA I,G1,124,2024-06-10 00:00:00,2024-06-10 22:00:00,"MANTENIMIENTO MAYOR CENTRAL HIDROELÉCTRICA ARICOTA I: MANTENIMIENTO GENERADOR SÍNCRONO, TURBINA. MANTENIMIENTO DE SISTEMAS AUXILIARES: SISTEMA DE REGULACIÓN DE ACEITE, SISTEMA DE REFRIGERACIÓN -",11.2,F/S,NO,MANTENIMIENTO PREVENTIVO
3073,3074,C001252023053012244157A,EGESUR,ARICOTA I,G2,125,2024-06-14 00:00:00,2024-06-14 22:00:00,"MANTENIMIENTO MAYOR CENTRAL HIDROELÉCTRICA ARICOTA I: MANTENIMIENTO GENERADOR SÍNCRONO, TURBINA. MANTENIMIENTO DE SISTEMAS AUXILIARES: SISTEMA DE REGULACIÓN DE ACEITE, SISTEMA DE REFRIGERACIÓN -",11.3,F/S,NO,MANTENIMIENTO PREVENTIVO
3076,3077,C199612023053012241435A,EGESUR,CT INDEPENDENCIA,TR1 (Reserva),19961,2024-06-10 07:00:00,2024-06-10 17:00:00,MANTENIMIENTO EN FRÍO,22.8,F/S,NO,MANTENIMIENTO PREVENTIVO
3078,3079,C127812023053012241305A,EGESUR,INDEPENDENCIA,CENTRAL,12781,2024-06-10 07:00:00,2024-06-10 17:00:00,INDISPONIBLE POR MANTENIMIENTO EN LA LINEA.,0.0,F/S,NO,OTROS
3112,3113,C127772023053012245705A,EGESUR,INDEPENDENCIA,INDEP_G1,12777,2024-06-08 00:00:00,2024-06-08 16:00:00,32000 HORAS DE OPERACIÓN Y MANTENIMIENTO PREVENTIVO DEL  GENERADOR,5.6,F/S,NO,MANTENIMIENTO PREVENTIVO
3146,3147,C127782023053012241082A,EGESUR,INDEPENDENCIA,INDEP_G2,12778,2024-06-10 08:00:00,2024-06-10 12:00:00,1000 HORAS DE OPERACIÓN,5.6,F/S,NO,MANTENIMIENTO PREVENTIVO
3179,3180,C127792023053012249797A,EGESUR,INDEPENDENCIA,INDEP_G3,12779,2024-04-16 08:00:00,2024-04-16 17:00:00,1000 HORAS DE OPERACIÓN,5.6,F/S,NO,MANTENIMIENTO PREVENTIVO
3213,3214,C127802023053012249860A,EGESUR,INDEPENDENCIA,INDEP_G4,12780,2023-11-28 08:00:00,2023-11-28 17:00:00,1000 HORAS DE OPERACIÓN,5.6,F/S,NO,MANTENIMIENTO PREVENTIVO
3216,3217,C131872023053012243608A,EGESUR,INDEPENDENCIA - CT INDEPENDENCIA,L-6612,13187,2024-06-10 07:00:00,2024-06-10 17:00:00,PATIO DE LLAVES EN REP-MANTENIMIENTO DE LA LÍNEA,22.8,F/S,NO,MANTENIMIENTO PREVENTIVO
3218,3219,C016272023053012243608A,EGESUR,SARITA,SSEE,1627,2024-06-09 06:30:00,2024-06-09 13:30:00,"MANTENIMIENTO EN FRÍO S.E. SARITA: BAHÍA DE 33 KV, BAHÍAS 66 KV. CANDARAVE Y TARATA SE INTERRUMPE DURANTE TODO EL MANTENIMIENTO",0.8,F/S,SI,MANTENIMIENTO PREVENTIVO
3231,3232,C012782023053012244157A,EGESUR,TOMASIRI - LOS HÉROES,L-6637,1278,2024-03-15 00:00:00,2024-03-15 06:30:00,"MANTENIMIENTO EN FRÍO L-6637 S.E. TOMASIRI - S.E. LOS HÉROES: INSPECCIÓN ESTADO DE ACCESORIOS DE TRANSMISIÓN, LIMPIEZA DE SISTEMA DE AISLAMIENTO, REEMPLAZO DE FERRETERÍA.",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
